         100447202  Dec 30  2009  Nov 19  2016      32       2       0      61         4  @athiestlarry     larry keegan          No   No   Electronics, space  exploration, micro-controllers, poetry, weather nut                                                                                                   All aboard for the journey to Mars, which is about one half as large as earth. https://t.co/CKzFVd4TlD                                                                                                         
823210782343200768  Jan 22  2017  Oct  6 21:24      61     131       0      76         4  @dblkbk           aleb                  No   Yes                                                                                                                                                                            RT @chadderr: Retweet if you agree —> American taxpayers deserve a break from Paul Ryan. https://t.co/0ddgs6MLw2                                                   Brooklyn, NY                                
825082996080386050  Jan 27  2017  May 11 11:50      44      68       1      45         5  @ritikak16        ritika                No   No                                                                                                                                                                             LAX's new private terminal for the rich and famous https://t.co/ye8cKSqimF #nndiii                                                                                                                             
        2362995613  Feb 26  2014  Jan 22  2017       1       0       0      31         5  @ChristineFarri5  Christine Farrington  No   No                                                                                                                                                                             Tweets are not news. All news media should refer to the President as the President period. #noracistnomisogynisticpresidentperiod                                                                              
902916712626081792  Aug 30 11:31  Oct 25 10:21     169      58       1      39         6  @gia_giampino     Gia Giampino TNS      No   No   Eugene Lang College of Liberal Arts Parsons School of Design                                                                                                              RT @ivyschneider_: its not just hollywood people #nndic https://t.co/cdxYSBXF4c                                                                                    New York, USA                               
        2553797047  Jun  7  2014  Oct 22 13:49     226       2       0      23         8  @EmPop28          Em Pop                No   No                                                                                                                                                                             tulsidooley Katie made your teriyaki "chick'n" strips for lunch! https://t.co/yX6UCnRWhx                                                                                                                       
         263338823  Mar  9  2011  Mar 18  2011       1       1       0      32         9  @MPOPHOTO         Michael               No   No   Northern California based Photographer                                                                                                                                    Tell the Senate: Don't Defund NPR http://site.pfaw.org/site/PageServer?pagename=npr&autologin=true&s_src=fb_share_npr                                              Nor Cal                                     http://ONeillImages.com
          95543234  Dec  8  2009  May 27 13:30      81       1       1      28        10  @CodeOwl          Alex Lowe             No   No   I program and eat toast. Every now and then I shout- BILBO BAGGINS! Also infrequent trips to Minas Tirith.                                                                I just made a whole bunch of icons by hand and I really wish I had found this first: https://t.co/rgXqHmHBjw by @oursky!                                           Arcata, CA                                  
          19910883  Feb  2  2009  Sep 10  2014       4       0       0      51        12  @dgaboury         Danielle Gaboury      No   No                                                                                                                                                                             Project Management ebook, Project Management Can Be Easy! http://t.co/W2oX67vFq5                                                                                                                               
         265497453  Mar 13  2011                     0       0       0      17        13  @KrAntonson       Kristina Antonson     No   No                                                                                                                                                                                                                                                                                                                                                Sacramento                                  
         113915160  Feb 13  2010  Feb 12  2014      18       0       1      45        15  @mchenrymichael   Michael McHenry       No   Yes                                                                                                                                                                            I couldn't believe it when I lost 6 lbs! http://t.co/G1aqD8AMEC                                                                                                    Austin, TX                                  
         293019723  May  4  2011  Nov 24  2015       2      32       1      67        17  @LaurenTomaselli  Lauren Tomaselli      No   No                                                                                                                                                                             RT @harvardmed: .@pgEDorg recently covered the advances in gene editing when briefing Congress  https://t.co/4be0hC1ig5 https://t.co/e4ukdgb0S9                                                                
        1544629350  Jun 24  2013  May 29  2014     467      14       0      23        18  @chefmillie1      Millie Shivas         No   No                                                                                                                                                                             RT @Twiggle: New Tournament Started http://t.co/Rs8Cnhlm3i 1st 797 fasonista 2nd 770 @MarciaGoodstein 3rd 738 timc http://t.co/chBTxlEoYO                                                                      
        2749340243  Aug 21  2014  Oct 14  2015      34      18       0      38        18  @Citymiceband     City Mice             No   No   City Mice are a girl-fronted, nyc-based twee-punk band. We are not country mice.                                                                                          Fall apples fall the time                                                                                                                                          Bklyn, NY                                   http://facebook.com/citymicetheband
          30698231  Apr 12  2009  May 23  2009       2       0       0      31        20  @danlerner44      Dan Lerner            No   No                                                                                                                                                                             @liamlawyer hello mr lawyer.  Yeah finally bit the bullet and got on twitter.                                                                                                                                  
        1662653178  Aug 11  2013  Feb  6  2014       1       0       1      13        22  @thesketchypixel  Emily Marsh           No   No   Graphic designer                                                                                                                                                          @StealthMountain this might help you in your mission! http://t.co/jBT5DJ0fad                                                                                       Boston, MA                                  http://thesketchypixel.com
         557840495  Apr 19  2012  Aug  7  2013       7       0       0      21        27  @S_Antonson       Stephen Antonson      No   No                                                                                                                                                                             http://t.co/p495Ud7TPA                                                                                                                                                                                         
